event_id,event_type,total_attendees,load_factor,venue_capacity,risk_level
EVT01083,Concert,39274,0.77,51006,Low
EVT01794,Festival,50340,0.95,52990,Medium
EVT04912,Trade Fair,21634,1.71,12652,Very Critical
EVT04534,Cultural Event,7245,1.37,5289,Critical
EVT04471,Corporate Meetup,217,1.7,128,Very Critical
EVT04606,Wedding,354,1.64,216,Very Critical
EVT01203,Sports Match,26600,0.74,35947,Low
EVT04832,Trade Fair,7827,1.72,4551,Very Critical
EVT01189,Corporate Meetup,273,0.75,365,Low
EVT00351,Sports Match,9672,0.68,14224,Low
EVT03332,Movie event,64120,1.13,56744,High
EVT03641,Exhibition,3533,1.14,3100,High
EVT02707,Sports Match,29025,1.06,27383,High
EVT03961,Movie event,18816,1.48,12714,Critical
EVT00670,Product Launch,908,0.39,2329,Low
EVT03909,College Fest,9422,1.45,6498,Critical
EVT02551,Corporate Meetup,691,1.3,532,High
EVT00683,Wedding,45,0.43,106,Low
EVT04341,Wedding,164,1.41,117,Critical
EVT01513,Concert,30366,0.83,36586,Medium
EVT04247,Exhibition,18604,1.47,12656,Critical
EVT04208,Movie event,80447,1.7,47322,Very Critical
EVT04198,Product Launch,1735,1.73,1003,Very Critical
EVT02348,Movie event,51181,0.87,58829,Medium
EVT02618,Sports Match,37464,1.02,36730,High
EVT03689,Wedding,506,1.23,412,High
EVT00724,Marathon,5922,0.42,14101,Low
EVT02244,Sports Match,23852,0.9,26503,Medium
EVT01373,Sports Match,41399,0.97,42680,Medium
EVT03502,College Fest,9112,1.06,8597,High
EVT03605,Trade Fair,4642,1.17,3968,High
EVT03367,Religious Gathering,40881,1.24,32969,High
EVT00151,Wedding,362,0.46,788,Low
EVT01739,Sports Match,14634,0.85,17217,Medium
EVT01228,Conference,605,0.31,1952,Low
EVT01786,Corporate Meetup,480,0.84,572,Medium
EVT04356,Conference,1939,1.5,1293,Critical
EVT03944,Trade Fair,14046,1.4,10033,Critical
EVT01302,Product Launch,1064,0.9,1183,Medium
EVT00799,Wedding,489,0.72,680,Low
EVT03291,Exhibition,2817,1.18,2388,High
EVT03483,College Fest,10388,1.04,9989,High
EVT00128,Sports Match,24499,0.44,55680,Low
EVT03851,Cultural Event,3741,1.39,2692,Critical
EVT04863,Political Rally,122200,1.6,76375,Critical
EVT01801,Conference,453,0.89,510,Medium
EVT00304,Cultural Event,10301,0.76,13554,Low
EVT04347,Wedding,402,1.58,255,Critical
EVT02189,Wedding,107,0.83,129,Medium
EVT02065,Cultural Event,8526,0.84,10151,Medium
EVT00524,Sports Match,31052,0.79,39307,Low
EVT04769,Product Launch,1593,1.4,1138,Critical
EVT00639,Festival,45516,0.38,119780,Low
EVT00293,Product Launch,820,0.76,1080,Low
EVT03112,Marathon,12790,1.11,11523,High
EVT02135,Corporate Meetup,240,0.82,293,Medium
EVT03114,Political Rally,50448,1.12,45043,High
EVT00579,Marathon,10559,0.36,29333,Low
EVT04281,Religious Gathering,153435,1.49,102977,Critical
EVT04983,Conference,2070,1.73,1197,Very Critical
EVT00555,Conference,157,0.37,427,Low
EVT00630,Cultural Event,7894,0.58,13611,Low
EVT04844,College Fest,10605,1.52,6977,Critical
EVT01788,Exhibition,9307,0.97,9595,Medium
EVT02404,Marathon,40566,0.86,47170,Medium
EVT01480,Movie event,52392,0.94,55737,Medium
EVT03036,Concert,23402,1.1,21275,High
EVT04121,Festival,74002,1.43,51750,Critical
EVT00935,Birthday Party,90,0.49,184,Low
EVT03710,Wedding,298,1.27,235,High
EVT04465,Product Launch,1591,1.42,1121,Critical
EVT00329,Corporate Meetup,452,0.57,793,Low
EVT03128,Conference,1439,1.09,1321,High
EVT02712,Political Rally,149805,1.07,140005,High
EVT00941,Concert,3593,0.65,5528,Low
EVT04936,Religious Gathering,185899,1.71,108713,Very Critical
EVT03278,Movie event,55217,1.24,44530,High
EVT01180,Movie event,25912,0.62,41795,Low
EVT01064,Festival,79079,0.76,104052,Low
EVT02698,Political Rally,27149,1.05,25857,High
EVT00476,Exhibition,2536,0.34,7461,Low
EVT01106,College Fest,2556,0.5,5112,Low
EVT04348,Marathon,91355,1.45,63004,Critical
EVT02101,Wedding,763,1,763,Medium
EVT02440,Product Launch,1364,0.93,1467,Medium
EVT03694,Political Rally,88134,1.09,80857,High
EVT01216,Cultural Event,2484,0.3,8280,Low
EVT01085,Festival,42101,0.62,67906,Low
EVT02795,Religious Gathering,51306,1.17,43852,High
EVT00243,Sports Match,17193,0.55,31260,Low
EVT01481,Exhibition,10624,0.83,12801,Medium
EVT01698,Concert,44680,0.96,46542,Medium
EVT02601,Wedding,790,1.14,693,High
EVT03323,Trade Fair,3900,1.03,3787,High
EVT00037,Product Launch,1117,0.6,1863,Low
EVT02475,Concert,16840,0.9,18712,Medium
EVT01157,Conference,261,0.46,568,Low
EVT02572,Religious Gathering,74945,1.14,65742,High
EVT01667,Wedding,566,0.88,644,Medium
EVT04860,Concert,58415,1.53,38180,Critical
EVT01010,Wedding,290,0.55,529,Low
EVT02855,Conference,1716,1.29,1331,High
EVT04586,Marathon,101364,1.77,57268,Very Critical
EVT04865,Corporate Meetup,353,1.33,266,Critical
EVT02534,Sports Match,11717,1.11,10556,High
EVT01238,College Fest,8569,0.64,13390,Low
EVT04878,Marathon,161725,1.34,120691,Critical
EVT01364,College Fest,6595,0.91,7248,Medium
EVT00610,Product Launch,1256,0.53,2370,Low
EVT04532,Religious Gathering,194122,1.71,113522,Very Critical
EVT02152,Concert,31197,0.99,31513,Medium
EVT03068,Product Launch,2658,1.18,2253,High
EVT01953,Political Rally,83021,0.96,86481,Medium
EVT02442,Marathon,89465,0.98,91291,Medium
EVT02901,Religious Gathering,141925,1.28,110879,High
EVT01336,Trade Fair,5581,0.98,5695,Medium
EVT04911,Movie event,34767,1.5,23178,Critical
EVT02337,Birthday Party,595,0.98,608,Medium
EVT03994,Marathon,176610,1.54,114682,Critical
EVT01056,Concert,15538,0.6,25897,Low
EVT01553,Birthday Party,569,0.97,587,Medium
EVT02285,Political Rally,42297,0.97,43606,Medium
EVT01778,Marathon,111487,0.96,116133,Medium
EVT04098,Birthday Party,721,1.69,427,Very Critical
EVT03164,Marathon,188545,1.28,147301,High
EVT03018,Trade Fair,8098,1.01,8018,High
EVT04259,College Fest,9875,1.4,7054,Critical
EVT03555,Movie event,29219,1.24,23564,High
EVT02287,Concert,54044,0.98,55147,Medium
EVT04206,Product Launch,2630,1.31,2008,Critical
EVT00422,Festival,23879,0.74,32270,Low
EVT04194,Corporate Meetup,721,1.69,427,Very Critical
EVT00474,Festival,12547,0.46,27278,Low
EVT04919,Birthday Party,632,1.6,395,Critical
EVT00945,Religious Gathering,44228,0.48,92143,Low
EVT02871,Marathon,105307,1.23,85616,High
EVT02068,Festival,105606,0.82,128789,Medium
EVT03561,Religious Gathering,100463,1.28,78487,High
EVT00850,Movie event,9858,0.62,15901,Low
EVT02458,Birthday Party,398,0.86,463,Medium
EVT00263,Corporate Meetup,394,0.77,512,Low
EVT04020,Concert,33978,1.74,19528,Very Critical
EVT02069,Political Rally,47129,0.84,56107,Medium
EVT03875,Sports Match,21535,1.51,14262,Critical
EVT03610,Conference,2047,1.16,1765,High
EVT02252,Sports Match,10762,0.84,12813,Medium
EVT02400,Movie event,13529,0.99,13666,Medium
EVT00007,Marathon,35249,0.52,67787,Low
EVT03707,Corporate Meetup,737,1.14,647,High
EVT02956,College Fest,14347,1.05,13664,High
EVT00828,College Fest,3325,0.35,9501,Low
EVT00097,Birthday Party,180,0.77,235,Low
EVT00691,Wedding,127,0.54,236,Low
EVT01589,Corporate Meetup,89,0.81,110,Medium
EVT04858,Trade Fair,8932,1.61,5548,Very Critical
EVT03746,Political Rally,55261,1.12,49341,High
EVT03346,Exhibition,8764,1.2,7304,High
EVT01127,Exhibition,3056,0.77,3970,Low
EVT03773,Festival,68851,1.8,38251,Very Critical
EVT00389,Political Rally,66012,0.45,146695,Low
EVT00158,Religious Gathering,49794,0.41,121449,Low
EVT03780,Movie event,80138,1.63,49165,Very Critical
EVT01725,Religious Gathering,80985,0.9,89984,Medium
EVT02580,Marathon,29123,1.28,22753,High
EVT02962,Sports Match,13579,1.14,11912,High
EVT01377,Sports Match,51814,0.95,54542,Medium
EVT03286,Concert,34898,1.23,28373,High
EVT01661,Sports Match,34247,0.96,35674,Medium
EVT02324,Exhibition,4218,0.82,5144,Medium
EVT03141,Political Rally,93357,1.04,89767,High
EVT04350,Marathon,207781,1.54,134923,Critical
EVT02666,Marathon,85927,1.05,81836,High
EVT01944,Sports Match,18963,0.9,21071,Medium
EVT04166,Wedding,504,1.44,350,Critical
EVT01655,College Fest,3377,0.9,3753,Medium
EVT02813,Corporate Meetup,1000,1.28,782,High
EVT01693,Religious Gathering,72771,0.82,88746,Medium
EVT00520,Cultural Event,6712,0.57,11776,Low
EVT03538,Product Launch,3032,1.04,2916,High
EVT03273,Sports Match,70800,1.21,58513,High
EVT01597,Product Launch,1034,0.86,1203,Medium
EVT02055,Trade Fair,7525,0.86,8750,Medium
EVT04920,Wedding,739,1.76,420,Very Critical
EVT03771,Product Launch,3690,1.43,2581,Critical
EVT04349,Product Launch,2271,1.5,1514,Critical
EVT04889,Concert,39355,1.34,29370,Critical
EVT02683,Political Rally,20988,1.12,18740,High
EVT00780,Religious Gathering,54561,0.37,147464,Low
EVT01407,Conference,2737,0.93,2944,Medium
EVT00080,Trade Fair,3403,0.51,6673,Low
EVT00725,Sports Match,6967,0.6,11612,Low
EVT04823,College Fest,20035,1.5,13357,Critical
EVT03284,Political Rally,139563,1.02,136827,High
EVT04968,Festival,124648,1.32,94431,Critical
EVT01799,Political Rally,53700,0.98,54796,Medium
EVT04255,Festival,228820,1.53,149556,Critical
EVT04160,Trade Fair,19939,1.76,11329,Very Critical
EVT03106,Cultural Event,2239,1.06,2113,High
EVT04568,Conference,3403,1.8,1891,Very Critical
EVT01856,Corporate Meetup,292,0.91,321,Medium
EVT02000,Cultural Event,4916,0.93,5287,Medium
EVT02278,Cultural Event,12049,0.83,14517,Medium
EVT01092,Movie event,15055,0.69,21820,Low
EVT02158,Cultural Event,2231,0.84,2656,Medium
EVT04472,Movie event,16993,1.78,9547,Very Critical
EVT00760,Marathon,33205,0.38,87382,Low
EVT00388,Trade Fair,4204,0.41,10254,Low
EVT00196,Birthday Party,181,0.38,477,Low
EVT00902,Marathon,24687,0.67,36847,Low
EVT00928,Exhibition,8230,0.73,11275,Low
EVT03176,Corporate Meetup,437,1.17,374,High
EVT03254,Movie event,10338,1.21,8544,High
EVT04272,Sports Match,25701,1.56,16475,Critical
EVT00301,College Fest,5639,0.42,13427,Low
EVT02479,Concert,10610,0.84,12632,Medium
EVT03361,Movie event,69351,1.17,59275,High
EVT03547,Exhibition,11664,1.21,9640,High
EVT02894,Cultural Event,3527,1.11,3178,High
EVT01571,Concert,12534,0.95,13194,Medium
EVT03887,Concert,24370,1.56,15622,Critical
EVT01458,Conference,2204,0.98,2249,Medium
EVT03129,Religious Gathering,102806,1.3,79082,High
EVT04959,Trade Fair,16661,1.39,11987,Critical
EVT02895,Cultural Event,5466,1.05,5206,High
EVT02061,Religious Gathering,101723,0.97,104870,Medium
EVT03810,Product Launch,1969,1.64,1201,Very Critical
EVT03985,Conference,3099,1.38,2246,Critical
EVT00778,Concert,26918,0.71,37913,Low
EVT03598,Wedding,317,1.16,274,High
EVT04882,Conference,1038,1.59,653,Critical
EVT02544,Product Launch,1407,1.27,1108,High
EVT01297,Corporate Meetup,600,0.91,660,Medium
EVT02701,Exhibition,5077,1.15,4415,High
EVT00954,Product Launch,1356,0.78,1739,Low
EVT02945,Product Launch,885,1.02,868,High
EVT03078,Sports Match,28285,1.13,25031,High
EVT03166,Exhibition,6879,1.02,6745,High
EVT01210,Conference,981,0.62,1583,Low
EVT04806,Concert,63321,1.33,47610,Critical
EVT04749,Conference,1296,1.68,772,Very Critical
EVT03229,Movie event,12872,1.09,11810,High
EVT02254,Conference,497,0.88,565,Medium
EVT04483,Exhibition,21200,1.76,12046,Very Critical
EVT00722,Exhibition,2541,0.39,6516,Low
EVT02751,Trade Fair,11655,1.11,10500,High
EVT03670,Movie event,30017,1.07,28054,High
EVT02686,Marathon,28335,1.04,27246,High
EVT04498,Religious Gathering,149909,1.59,94283,Critical
EVT01006,Marathon,6832,0.42,16267,Low
EVT02275,Political Rally,15634,0.84,18613,Medium
EVT02523,Trade Fair,10837,1.23,8811,High
EVT03421,College Fest,3891,1.11,3506,High
EVT02280,Cultural Event,9013,0.92,9797,Medium
EVT02421,College Fest,11560,1,11560,Medium
EVT03034,Religious Gathering,156951,1.1,142683,High
EVT04927,College Fest,21874,1.65,13257,Very Critical
EVT04915,Cultural Event,16087,1.55,10379,Critical
EVT00077,Cultural Event,4016,0.73,5502,Low
EVT00220,College Fest,1428,0.42,3402,Low
EVT04855,Religious Gathering,193789,1.5,129193,Critical
EVT01304,Marathon,21967,0.99,22189,Medium
EVT03492,Exhibition,12035,1.26,9552,High
EVT04677,Political Rally,154788,1.51,102509,Critical
EVT04613,Cultural Event,20679,1.59,13006,Critical
EVT00879,Religious Gathering,48578,0.48,101206,Low
EVT01911,Political Rally,28672,0.85,33732,Medium
EVT01110,Concert,11227,0.34,33023,Low
EVT03202,Trade Fair,16214,1.29,12569,High
EVT00242,Birthday Party,212,0.36,589,Low
EVT02038,Religious Gathering,129097,0.92,140323,Medium
EVT00197,Religious Gathering,41285,0.78,52930,Low
EVT00755,Cultural Event,3372,0.35,9635,Low
EVT02824,Trade Fair,11333,1.14,9942,High
EVT01749,Product Launch,2511,0.84,2990,Medium
EVT04630,Corporate Meetup,689,1.41,489,Critical
EVT00521,Wedding,111,0.45,247,Low
EVT04011,Movie event,8198,1.54,5324,Critical
EVT02369,Festival,115519,0.9,128355,Medium
EVT03765,Concert,21822,1.37,15929,Critical
EVT00840,Trade Fair,5442,0.4,13605,Low
EVT04682,Exhibition,21923,1.47,14914,Critical
EVT04446,Birthday Party,212,1.66,128,Very Critical
EVT03198,Conference,3217,1.09,2952,High
EVT03476,Cultural Event,7255,1.1,6596,High
EVT00919,Marathon,57424,0.53,108349,Low
EVT01497,Political Rally,89700,0.86,104303,Medium
EVT04655,Political Rally,176404,1.4,126003,Critical
EVT02645,Sports Match,41106,1.02,40300,High
EVT00534,Exhibition,2001,0.66,3033,Low
EVT03642,Product Launch,696,1.18,590,High
EVT00593,Marathon,9866,0.55,17939,Low
EVT00863,Festival,12424,0.45,27609,Low
EVT03825,Marathon,56505,1.4,40361,Critical
EVT03706,Political Rally,45194,1.17,38628,High
EVT01834,Movie event,40057,0.96,41727,Medium
EVT04991,Conference,1869,1.51,1238,Critical
EVT03192,Birthday Party,363,1.18,308,High
EVT03341,Corporate Meetup,286,1.07,268,High
EVT00635,Conference,1492,0.61,2447,Low
EVT00833,College Fest,4530,0.46,9848,Low
EVT03021,Cultural Event,7845,1.21,6484,High
EVT00337,Product Launch,427,0.3,1424,Low
EVT00509,Festival,25901,0.72,35974,Low
EVT02035,Political Rally,87849,0.97,90566,Medium
EVT00561,Sports Match,15766,0.37,42612,Low
EVT02525,Cultural Event,8275,1.09,7592,High
EVT04864,Cultural Event,8485,1.75,4849,Very Critical
EVT03713,Corporate Meetup,525,1.18,445,High
EVT01146,Festival,23129,0.32,72279,Low
EVT01016,Sports Match,25398,0.58,43790,Low
EVT03906,Trade Fair,16317,1.39,11739,Critical
EVT01820,Sports Match,21771,0.9,24191,Medium
EVT00010,Exhibition,4311,0.78,5527,Low
EVT00216,Festival,31140,0.54,57668,Low
EVT03079,Festival,40018,1.19,33629,High
EVT01094,Marathon,39666,0.74,53604,Low
EVT00729,College Fest,10482,0.73,14359,Low
EVT00565,Product Launch,936,0.36,2600,Low
EVT00663,Conference,1238,0.63,1966,Low
EVT04993,Sports Match,61229,1.34,45694,Critical
EVT00038,Trade Fair,4587,0.43,10669,Low
EVT03700,Marathon,154076,1.03,149589,High
EVT00938,Sports Match,17890,0.35,51117,Low
EVT03895,Movie event,68376,1.63,41949,Very Critical
EVT04216,Wedding,388,1.47,264,Critical
EVT03747,Sports Match,12985,1.29,10066,High
EVT04141,Movie event,62478,1.49,41932,Critical
EVT03156,College Fest,6243,1.21,5160,High
EVT01067,Cultural Event,4896,0.45,10882,Low
EVT04280,Marathon,204589,1.78,114938,Very Critical
EVT00518,Wedding,327,0.62,529,Low
EVT01247,Corporate Meetup,84,0.32,264,Low
EVT00376,College Fest,2218,0.71,3124,Low
EVT03460,Product Launch,1841,1.21,1522,High
EVT04584,Marathon,32907,1.41,23339,Critical
EVT01376,Product Launch,713,0.91,784,Medium
EVT00379,Concert,16914,0.73,23171,Low
EVT01142,Cultural Event,6823,0.6,11372,Low
EVT03712,Sports Match,26296,1.23,21379,High
EVT00003,Religious Gathering,19674,0.6,32790,Low
EVT04377,Birthday Party,668,1.75,382,Very Critical
EVT03699,Wedding,347,1.12,310,High
EVT01472,Concert,27506,0.93,29577,Medium
EVT01847,Festival,12670,0.85,14906,Medium
EVT00178,Birthday Party,294,0.54,546,Low
EVT01452,Conference,2680,0.94,2852,Medium
EVT02562,Religious Gathering,59069,1.22,48418,High
EVT01478,Cultural Event,4336,0.88,4928,Medium
EVT02347,Exhibition,7152,0.9,7947,Medium
EVT02978,College Fest,10783,1.29,8359,High
EVT01507,Religious Gathering,26367,0.91,28975,Medium
EVT01298,Religious Gathering,21560,0.98,22000,Medium
EVT02736,Exhibition,7957,1.08,7368,High
EVT04320,Movie event,66698,1.38,48332,Critical
EVT03567,Trade Fair,11598,1.06,10942,High
EVT03494,Trade Fair,5519,1.09,5064,High
EVT04611,Movie event,54235,1.6,33897,Critical
EVT02464,Birthday Party,444,0.99,449,Medium
EVT03865,Birthday Party,861,1.45,594,Critical
EVT02307,Religious Gathering,84538,0.86,98300,Medium
EVT03414,Concert,17840,1.16,15380,High
EVT02321,Marathon,77575,0.97,79975,Medium
EVT01796,Trade Fair,10901,0.88,12388,Medium
EVT01925,Product Launch,2488,0.87,2860,Medium
EVT02497,Festival,110228,0.83,132805,Medium
EVT03446,Marathon,136494,1.1,124086,High
EVT04862,Product Launch,4065,1.63,2494,Very Critical
EVT01052,Concert,20746,0.69,30067,Low
EVT04801,Concert,74896,1.75,42798,Very Critical
EVT01129,Conference,816,0.7,1167,Low
EVT01178,College Fest,4340,0.45,9646,Low
EVT03092,Political Rally,138936,1.15,120814,High
EVT01993,Sports Match,42176,0.9,46863,Medium
EVT03586,Exhibition,8245,1.19,6929,High
EVT01120,Political Rally,33739,0.68,49617,Low
EVT04604,Marathon,81872,1.59,51492,Critical
EVT02834,Political Rally,176481,1.2,147068,High
EVT02615,Wedding,700,1.16,604,High
EVT04738,Marathon,142356,1.5,94904,Critical
EVT00999,Trade Fair,4571,0.69,6625,Low
EVT02959,Trade Fair,6036,1.27,4753,High
EVT03806,Sports Match,84679,1.65,51321,Very Critical
EVT00104,Religious Gathering,22329,0.44,50749,Low
EVT03455,Political Rally,118132,1.2,98444,High
EVT02529,Marathon,73306,1.05,69816,High
EVT03097,Product Launch,1523,1.28,1190,High
EVT01538,Religious Gathering,83873,0.88,95311,Medium
EVT03290,Religious Gathering,175636,1.24,141642,High
EVT03855,Exhibition,24589,1.74,14132,Very Critical
EVT00740,Cultural Event,4282,0.72,5948,Low
EVT04432,Marathon,159508,1.49,107053,Critical
EVT02926,College Fest,10568,1.06,9970,High
EVT02752,Political Rally,153077,1.16,131963,High
EVT00239,Cultural Event,2723,0.74,3680,Low
EVT02431,Festival,19989,0.93,21494,Medium
EVT02821,Product Launch,1238,1.13,1096,High
EVT01492,Corporate Meetup,583,0.82,711,Medium
EVT00985,Birthday Party,209,0.33,636,Low
EVT04258,Exhibition,8608,1.69,5094,Very Critical
EVT03491,Corporate Meetup,829,1.2,691,High
EVT04582,College Fest,11641,1.38,8436,Critical
EVT03671,Marathon,27198,1.08,25184,High
EVT00836,Festival,47775,0.44,108580,Low
EVT01598,Marathon,66247,0.91,72799,Medium
EVT04172,Political Rally,91526,1.42,64455,Critical
EVT00717,Product Launch,887,0.36,2466,Low
EVT03936,Concert,27286,1.53,17834,Critical
EVT00161,Trade Fair,7374,0.57,12937,Low
EVT01038,Sports Match,5142,0.8,6428,Low
EVT02188,Corporate Meetup,442,0.84,527,Medium
EVT01276,Wedding,521,0.88,593,Medium
EVT00643,Festival,75825,0.56,135402,Low
EVT02515,Religious Gathering,46819,1.24,37758,High
EVT04407,Product Launch,1624,1.44,1128,Critical
EVT01906,Cultural Event,3563,0.92,3873,Medium
EVT04376,Marathon,40258,1.62,24851,Very Critical
EVT00054,Marathon,49795,0.76,65521,Low
EVT00085,Conference,414,0.78,532,Low
EVT01111,Cultural Event,1844,0.35,5271,Low
EVT02239,Product Launch,1731,0.85,2037,Medium
EVT00949,Concert,28348,0.63,44997,Low
EVT01245,College Fest,6340,0.43,14746,Low
EVT02820,Trade Fair,9150,1.11,8244,High
EVT00321,Political Rally,41713,0.48,86904,Low
EVT04457,Conference,1375,1.32,1042,Critical
EVT01818,Corporate Meetup,378,0.88,430,Medium
EVT02981,Wedding,234,1.12,209,High
EVT01438,Conference,1640,0.92,1783,Medium
EVT04010,Wedding,424,1.65,257,Very Critical
EVT01068,Cultural Event,917,0.35,2621,Low
EVT03663,Wedding,154,1.28,121,High
EVT00078,Political Rally,26047,0.49,53158,Low
EVT03463,Religious Gathering,18914,1.07,17677,High
EVT02326,Marathon,112184,0.93,120629,Medium
EVT01648,Festival,25007,0.94,26604,Medium
EVT01751,Wedding,453,0.86,527,Medium
EVT04413,Product Launch,4674,1.65,2833,Very Critical
EVT03770,Product Launch,3002,1.48,2029,Critical
EVT01806,Cultural Event,10467,0.96,10904,Medium
EVT03640,Cultural Event,11327,1.11,10205,High
EVT01516,Festival,116932,0.99,118114,Medium
EVT00005,Wedding,370,0.6,617,Low
EVT03438,College Fest,14294,1.12,12763,High
EVT02482,Trade Fair,9965,0.86,11588,Medium
EVT02492,Marathon,111288,0.83,134082,Medium
EVT00203,Religious Gathering,9760,0.47,20766,Low
EVT01060,Wedding,212,0.57,372,Low
EVT04033,Exhibition,17807,1.56,11415,Critical
EVT01717,Concert,48233,0.87,55441,Medium
EVT02163,Birthday Party,243,0.81,300,Medium
EVT02417,Cultural Event,8549,0.9,9499,Medium
EVT03364,Conference,2876,1.14,2523,High
EVT02723,Wedding,448,1.22,368,High
EVT01305,Religious Gathering,115287,0.9,128097,Medium
EVT01734,Concert,8240,0.88,9364,Medium
EVT01422,Movie event,6500,0.85,7648,Medium
EVT04886,Marathon,63783,1.58,40369,Critical
EVT02274,Festival,96702,0.89,108654,Medium
EVT03213,Cultural Event,4893,1.08,4531,High
EVT04821,Exhibition,17478,1.48,11810,Critical
EVT01604,Festival,12670,0.84,15084,Medium
EVT03532,Cultural Event,4193,1.09,3847,High
